"m49_code","country","region","cpc_code","commodity","year","loss_percentage","loss_percentage_original","loss_quantity","activity","food_supply_stage","treatment","cause_of_loss","sample_size","method_data_collection","reference","url","notes"
"356","India",,"01707","Pigeon peas, dry",2014,2.13,"2.13",,"Threshing","Farm",,,"7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,6.36,"6.36",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,0.16,"0.16",,"Retailing","Storage",,"Insects; Bruchids","7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,0.18,"0.18",,"Drying","Farm",,,"7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,0.39,"0.39",,"Collection","Farm",,,"7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,1.02,"1.02",,"Storage","Storage",,"Poor Storage Conditions","7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"01707","Pigeon peas, dry",2014,0.41,"0.41",,"Cleaning, Winnowing","Farm",,,"7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,0.32,"0.32",,"Processing","Storage",,"Poor Storage Conditions","7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,0.1,"0.1",,"Storage","Storage",,"Insects; Bruchids","7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01707","Pigeon peas, dry",2014,0.19,"0.19",,"Transportation","Transport",,"","7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"01707","Pigeon peas, dry",2014,0.22,"0.22",,"Packaging","Farm",,,"7 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,1.02,"1.02",,"Grading, Sorting","Farm",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,0.07,"0.07",,"Packaging","Farm",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,0.04,"0.04",,"Farm","Storage",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,0.42,"0.42",,"Wholesale","Storage",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,2.11,"2.11",,"Harvesting","Harvest",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,0.11,"0.11",,"Retailing","Storage",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,0.1,"0.1",,"Transportation","Farm",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,3.95,"3.95",,"Drying","Farm",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,0.04,"0.04",,"Processing","Storage",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,0.04,"0.04",,"Collection","Farm",,,"7 agro-climatic zones",,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"01802","Sugar cane",2014,7.89,"7.89",,,"Whole supply chain",,"Physical Losses",,,"S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"02211","Raw milk of cattle",2014,0.3,"0.3",,"Packaging","Farm",,,"4 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"02211","Raw milk of cattle",2014,0.21,"0.21",,"Processing","Storage",,"Poor Storage And Cooling Infrastrures","4 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"02211","Raw milk of cattle",2014,0.18,"0.18",,"Collection","Farm",,,"4 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"02211","Raw milk of cattle",2014,0.02,"0.02",,"Transportation","Transport",,"","4 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"02211","Raw milk of cattle",2014,0.92,"0.92",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"02211","Raw milk of cattle",2014,0.21,"0.21",,"Harvesting","Harvest",,,"4 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0231","Hen eggs in shell, fresh",2014,0.89,"0.89",,"Retailing","Storage",,,"6 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0231","Hen eggs in shell, fresh",2014,1.92,"1.92",,"Collection","Farm",,,"6 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0231","Hen eggs in shell, fresh",2014,1.35,"1.35",,"Wholesale","Storage",,,"6 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0231","Hen eggs in shell, fresh",2014,0.36,"0.36",,"Transportation","Transport",,"","6 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0231","Hen eggs in shell, fresh",2014,1.4,"1.4",,"Grading, Sorting","Farm",,,"6 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0231","Hen eggs in shell, fresh",2014,7.19,"7.19",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"0231","Hen eggs in shell, fresh",2014,0.07,"0.07",,"Storage","Storage",,"","6 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",""
"356","India",,"0231","Hen eggs in shell, fresh",2014,1.21,"1.21",,"Packaging","Farm",,,"6 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,0.25,"0.25",,"Retailing","Storage",,"Poor Storage And Cooling Infrastrures","5 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,2.71,"2.71",,,"Whole supply chain",,"Physical Losses",,"Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,0.21,"0.21",,"Grading, Sorting","Farm",,,"5 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,1.78,"1.78",,"Harvesting","Harvest",,,"5 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,0.46,"0.46",,"Wholesale","Storage",,"Poor Storage And Cooling Infrastrures","5 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India",,"21111.01","Meat of cattle with the bone, fresh or chilled",2014,0.01,"0.01",,"Storage","Storage",,"Poor Storage And Cooling Infrastrures","5 agro-climatic zones","Survey","S.N.Jha, P.K. Vishwakarma Tauqueer Ahmad ; ICAR-All India Coordinated Research Project on Post-Harvest Technology","http://www.ciphet.in/upload/sphl/MOFPI%20REPORT1.pdf",
"356","India","Assam","0111","Wheat",2013,11.71,"11.71%",,,"Post-harvest",,"","","Literature Review","NA (2017), Reducing the postharvest losses, especially in developing countries, could be a sustainable solution to increase food availability, reduce pressure on natural resources, eliminate hunger and improve f",," Reference has been generated automatically"
"356","India","West Bengal","0111","Wheat",2013,7.22,"7.22%",,,"Post-harvest",,"","","Literature Review","NA (2017), Reducing the postharvest losses, especially in developing countries, could be a sustainable solution to increase food availability, reduce pressure on natural resources, eliminate hunger and improve f",," Reference has been generated automatically"
"356","India",,"0111","Wheat",2013,4.93,"4.93%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"0112","Maize (corn)",2013,4.65,"4.65%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"0113","Rice",2013,5.53,"5.53%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"0114","Sorghum",2013,5.99,"5.99%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01212","Cabbages",2013,9.37,"9.37%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01213","Cauliflowers and broccoli",2013,9.56,"9.56%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01234","Tomatoes",2013,12.44,"12.44%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01312","Bananas",2013,7.76,"7.76%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01317","Papayas",2013,6.7,"6.7%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01341","Apples",2013,10.39,"10.39%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"0141","Soya beans",2013,9.96,"9.96%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01443","Rape or colza seed",2013,5.54,"5.54%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01446","Safflower seed",2013,3.24,"3.24%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01703","Chick peas, dry",2013,8.41,"8.41%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01704","Lentils, dry",2013,7.14,"7.14%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01705","Peas, dry",2013,7.45,"7.45%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01707","Pigeon peas, dry",2013,6.36,"6.36%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"01802","Sugar cane",2013,7.89,"7.89%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"21116i","Meat of goat, fresh or chilled (indigenous)",2013,2.71,"2.71%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"23230.02","Tapioca of cassava",2013,4.58,"4.58%",,,"Whole supply chain",,"Sourced from Jha et  al. (2015","","Literature Review","Durba Kashyap ,Tripti Agarwal  (2019), Food loss in India: water footprint), land footprint and GHG emissions",," Reference has been generated automatically"
"356","India",,"0111","Wheat",2013,4.93,"4.93%",,,"Whole supply chain",,"","","Literature Review","rajesh (2016), assessment of quantitative harvest and post-harvest losses of major crops/commodities in india",," Reference has been generated automatically"
"356","India",,"0113","Rice",2013,4.3,"4.3%",,"Storage","Storage",,"","","Literature Review","NA (2010), Different definitions of food waste with respect to the complexities of food supply chains (fscs)are discussed.an international literature review found a dearth of data on food waste and estimates var",," Reference has been generated automatically"
"356","India",,"0113","Rice",2013,4.25,"3 -5.5%",,"Storage","Storage","Improved traditional storage","","","Literature Review","NA (2010), Different definitions of food waste with respect to the complexities of food supply chains (fscs)are discussed.an international literature review found a dearth of data on food waste and estimates var",," Reference has been generated automatically"
"356","India",,"0113","Rice",2013,6,"6%",,"Storage","Storage","Unspecified storage","","","Literature Review","NA (2010), Different definitions of food waste with respect to the complexities of food supply chains (fscs)are discussed.an international literature review found a dearth of data on food waste and estimates var",," Reference has been generated automatically"
"356","India",,"0111","Wheat",2012,4.32,"4.32%",,,"Post-harvest",,"","","Literature Review","NA (2017), Reducing the postharvest losses, especially in developing countries, could be a sustainable solution to increase food availability, reduce pressure on natural resources, eliminate hunger and improve f",," Reference has been generated automatically"
"356","India","Madhya Pardesh","0111","Wheat",2012,8.61,"8.61%",,,"Post-harvest",,"","","Literature Review","NA (2017), Reducing the postharvest losses, especially in developing countries, could be a sustainable solution to increase food availability, reduce pressure on natural resources, eliminate hunger and improve f",," Reference has been generated automatically"
"356","India",,"01213","Cauliflowers and broccoli",2010,35.5,"31-40",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01232","Cucumbers and gherkins",2010,15,"10.0-20",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01232","Cucumbers and gherkins",2010,5.4,"3.8-7",,,"Wholesale",,"Decay, Mechanic Damage, Sorting","10","Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01232","Cucumbers and gherkins",2010,8.6,"4.5-12.7",,,"Farm",,"Decay, Mechanic Damage, Sorting","10","Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01232","Cucumbers and gherkins",2010,7.1,"5-9.2",,,"Retail",,"Decay, Mechanic Damage, Sorting","10","Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01233","Eggplants (aubergines)",2010,10.75,"7.5-14",,,"Farm",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01233","Eggplants (aubergines)",2010,62.5,"45-80",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01233","Eggplants (aubergines)",2010,12.8,"6-19.6",,,"Wholesale",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01233","Eggplants (aubergines)",2010,7.1,"4.2-10",,,"Retail",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01234","Tomatoes",2010,12.45,"8.5-16.4",,,"Retail",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01234","Tomatoes",2010,11.88,"10.3-13.46",,,"Transport",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01234","Tomatoes",2010,9.435,"8.18-10.69",,,"Storage",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01234","Tomatoes",2010,17.5,"15-20",,,"Farm",,"rough handling, the effects of high ambient temperatures and poor quality  package","","Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",""
"356","India",,"01234","Tomatoes",2010,7.5,"5.0-10",,,"Farm",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01234","Tomatoes",2010,4.195,"3.64-4.75",,,"Harvest",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01234","Tomatoes",2010,11.05,"7-15.1",,,"Wholesale",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01234","Tomatoes",2010,4.74,"3.94-5.54",,,"Farm",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,10.55,"2.6-18.5",,,"Farm",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,4.5,"2.0-7",,"Handling","Farm",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,3.5,"2.0-5",,,"Retail",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,19.75,"10.5-29",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,4,"3.0-5",,,"Storage",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,8.3,"6.6-10",,,"Retail",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,4.25,"1.5-7",,,"Transport",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,4.95,"2-7.9",,,"Wholesale",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01239.01","Okra",2010,3.5,"2.0-5",,,"Harvest",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01312","Bananas",2010,28.5,"26-31",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01316","Mangoes, guavas and mangosteens",2010,24.75,"18.5-31",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01316","Mangoes, guavas and mangosteens",2010,27.5,"25-30",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01316","Mangoes, guavas and mangosteens",2010,5.75,"5-6.5",,,"Farm",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01316","Mangoes, guavas and mangosteens",2010,8.3,"7.1-9.5",,,"Retail",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01316","Mangoes, guavas and mangosteens",2010,6.95,"6-7.9",,,"Wholesale",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01316","Mangoes, guavas and mangosteens",2010,7.5,"5.0-10",,,"Transport",,,,"Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01319","Other tropical and subtropical fruits, n.e.c.",2010,9.4,"8.7-10.1",,,"Retail",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01319","Other tropical and subtropical fruits, n.e.c.",2010,11.25,"8.5-14",,,"Farm",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01319","Other tropical and subtropical fruits, n.e.c.",2010,8.2,"5-11.4",,,"Wholesale",,"Decay, Mechanic Damage, Sorting","10","Case Study",,"http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01319","Other tropical and subtropical fruits, n.e.c.",2010,40,"32-48",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
"356","India",,"01510","Potatoes",2010,23.5,"19-28",,,"Harvest",,,,"Case Study","Kitinoja","http://ucanr.edu/datastoreFiles/234-1847.pdf",
